S;BKE022508SES00000004;BKE022508INV00000008;416000;BKE02;0;0;2;38DL060040GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;417000;BKE02;0;0;2;38DL060050CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;418000;BKE02;29;0;1;38DL060050GAM;BKE02;AM;UN;51083;BKE2;LOT311223
S;BKE022508SES00000004;BKE022508INV00000008;419000;BKE02;0;0;2;38DL060060CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;420000;BKE02;0;0;2;38DL060060GAM;;A;UN;61292,3311;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;421000;BKE02;0;0;2;38DL080040CFGAM;;A;UN;8234;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;422000;BKE02;0;0;2;38DL080040GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;423000;BKE02;0;0;2;38DL080050GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;424000;BKE02;0;0;2;38DL080060CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;425000;BKE02;0;0;2;38DL080060GAM;;A;UN;51058;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;426000;BKE02;0;0;2;38DL080080CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;427000;BKE02;20;0;1;38DL080080GAM;BKE02;AM;UN;74292,6927;BKE2;CB2MA1601241121
S;BKE022508SES00000004;BKE022508INV00000008;428000;BKE02;0;0;2;38DL080080SCOLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;429000;BKE02;0;0;2;38DL080X080CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;430000;BKE02;0;0;2;38DL100060GAM;;A;UN;42913;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;431000;BKE02;0;0;2;38DL100080CFGAM;;A;UN;19929,5;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;432000;BKE02;0;0;2;38DL100080GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;433000;BKE02;0;0;2;38DL100100100CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;434000;BKE02;0;0;2;38DL100100CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;435000;BKE02;0;0;2;38DL100100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;436000;BKE02;0;0;2;38DL120060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;437000;BKE02;0;0;2;38DL120080GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;438000;BKE02;0;0;2;38DL120100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;439000;BKE02;0;0;2;38DL120120GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;440000;BKE02;0;0;2;38DL150100100CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;441000;BKE02;29;0;1;38DL150100GAM;BKE02;AM;UN;103890;BKE2;LOT311223
S;BKE022508SES00000004;BKE022508INV00000008;442000;BKE02;0;0;2;38DL150150100CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;443000;BKE02;0;0;2;38DL150150CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;444000;BKE02;0;0;2;38DL150150CFMLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;445000;BKE02;0;0;2;38DL150150CFPFOGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;446000;BKE02;0;0;2;38DL150X150CF2GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;447000;BKE02;0;0;2;38DL150X150CF5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;448000;BKE02;0;0;2;38DL150X150CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;449000;BKE02;0;0;2;38DL200100100CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;450000;BKE02;0;0;2;38DL200100CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;451000;BKE02;0;0;2;38DL200200CFFRZGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;452000;BKE02;0;0;2;38DL200200CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;453000;BKE02;0;0;2;38DL200200FAGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;454000;BKE02;0;0;2;38DL200X150CF1MGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;455000;BKE02;0;0;2;38DL200X150CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;456000;BKE02;0;0;2;38DL200X200CF2GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;457000;BKE02;0;0;2;38DL200X200CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;458000;BKE02;0;0;2;38DL200X250CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;459000;BKE02;0;0;2;38DL250X150CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;460000;BKE02;0;0;2;38DL250X200CFFZGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;461000;BKE02;0;0;2;38DL250X200CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;462000;BKE02;0;0;2;38DL250X250CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;463000;BKE02;0;0;2;38DL250X250FRZGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;464000;BKE02;0;0;2;38DL300200CFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;465000;BKE02;0;0;2;38DL300200CFPFOGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;466000;BKE02;0;0;2;38DL300300100EP25RT1;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;467000;BKE02;0;0;2;38DL300300100EP25RT9;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;468000;BKE02;111;0;1;38DP040050GAM;BKE02;AM;UN;4868;BKE2;LOT311223
S;BKE022508SES00000004;BKE022508INV00000008;469000;BKE02;0;0;2;38DP050030GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;470000;BKE02;9;0;1;38DP050040GAM;BKE02;AM;UN;4773;BKE2;LOT311223
S;BKE022508SES00000004;BKE022508INV00000008;471000;BKE02;0;0;2;38DP050050GAM;;A;UN;4824;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;472000;BKE02;0;0;2;38DP060040GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;473000;BKE02;57;0;1;38DP060050GAM;BKE02;AM;UN;4972;BKE2;LOT311223
S;BKE022508SES00000004;BKE022508INV00000008;474000;BKE02;0;0;2;38DP060060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;475000;BKE02;0;0;2;38DP080050GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;476000;BKE02;0;0;2;38DP080050SGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;477000;BKE02;0;0;2;38DP080060GAM;;A;UN;13758;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;478000;BKE02;0;0;2;38DP080070GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;479000;BKE02;0;0;2;38DP080080GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;480000;BKE02;552;0;1;38DP100060GAM;BKE02;AM;UN;8443;BKE2;LOT311223
S;BKE022508SES00000004;BKE022508INV00000008;481000;BKE02;0;0;2;38DP100080GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;482000;BKE02;0;0;2;38DP100100BGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;483000;BKE02;0;0;2;38DP100100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;484000;BKE02;0;0;2;38DP100100TSLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;485000;BKE02;0;0;2;38DP111X33X15GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;486000;BKE02;0;0;2;38DP11533SCOLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;487000;BKE02;0;0;2;38DP115X33X15GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;488000;BKE02;0;0;2;38DP120120GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;489000;BKE02;0;0;2;38DP13833SCOLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;490000;BKE02;0;0;2;38DP138X33X15GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;491000;BKE02;0;0;2;38DP150100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;492000;BKE02;0;0;2;42BKM130X39X29GAM;;A;UN;1840;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;493000;BKE02;0;0;2;42BLHEXA_R07R15GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;494000;BKE02;0;0;2;42BL_CCT12/30GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;495000;BKE02;0;0;2;42BST44X25X25GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;496000;BKE02;0;0;2;42BTRC15X45X140GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;497000;BKE02;0;0;2;42BTTRI_C16C30GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;498000;BKE02;0;0;2;42BT_DFR12/30GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;499000;BKE02;0;0;2;42EECIGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;500000;BKE02;0;0;2;42OBUSGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;501000;BKE02;0;0;2;42PARKGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;502000;BKE02;0;0;2;42PSC25-50H50GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;503000;BKE02;9;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV1803251113
S;BKE022508SES00000004;BKE022508INV00000008;504000;BKE02;69;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV1903251247
S;BKE022508SES00000004;BKE022508INV00000008;505000;BKE02;63;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2003251812
S;BKE022508SES00000004;BKE022508INV00000008;506000;BKE02;42;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2103251833
S;BKE022508SES00000004;BKE022508INV00000008;507000;BKE02;40;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2203251840
S;BKE022508SES00000004;BKE022508INV00000008;508000;BKE02;62;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2403251847
S;BKE022508SES00000004;BKE022508INV00000008;509000;BKE02;58;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2503251921
S;BKE022508SES00000004;BKE022508INV00000008;510000;BKE02;42;0;1;43DEGMGAM;BKE02;Q;UN;2437,08907;BKE2;CB2TV2201252406
S;BKE022508SES00000004;BKE022508INV00000008;511000;BKE02;32;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV1302252412
S;BKE022508SES00000004;BKE022508INV00000008;512000;BKE02;63;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV1503252279
S;BKE022508SES00000004;BKE022508INV00000008;513000;BKE02;42;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2603252289
S;BKE022508SES00000004;BKE022508INV00000008;514000;BKE02;40;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2803252296
S;BKE022508SES00000004;BKE022508INV00000008;515000;BKE02;12;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2401252409
S;BKE022508SES00000004;BKE022508INV00000008;516000;BKE02;32;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2501252408
S;BKE022508SES00000004;BKE022508INV00000008;517000;BKE02;47;0;1;43DEGMGAM;BKE02;AM;UN;2437,08907;BKE2;CB2TV2701252407
S;BKE022508SES00000004;BKE022508INV00000008;518000;BKE02;0;0;2;43DEPMGAM;;A;UN;1061;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;519000;BKE02;0;0;2;43GARG15X25X35GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;520000;BKE02;0;0;2;44PXINDIC200GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;521000;BKE02;0;0;2;44PXOCTOG300GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;522000;BKE02;0;0;2;44PXRECT200GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;523000;BKE02;0;0;2;44PXTRIAN300GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;524000;BKE02;0;0;2;44REPEREGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;525000;BKE02;0;0;2;48TV0300A090GAM;;A;UN;13198;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;526000;BKE02;0;0;2;48TV0300A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;527000;BKE02;0;0;2;48TV0400A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;528000;BKE02;0;0;2;48TV0400A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;529000;BKE02;0;0;2;48TV0500A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;530000;BKE02;0;0;2;48TV0500A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;531000;BKE02;0;0;2;48TV0600A060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;532000;BKE02;0;0;2;48TV0600A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;533000;BKE02;0;0;2;48TV0600A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;534000;BKE02;0;0;2;48TV0800A060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;535000;BKE02;0;0;2;48TV0800A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;536000;BKE02;0;0;2;48TV0800A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;537000;BKE02;0;0;2;48TV1000A060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;538000;BKE02;0;0;2;48TV1000A090CHGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;539000;BKE02;0;0;2;48TV1000A090DMIGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;540000;BKE02;0;0;2;48TV1000A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;541000;BKE02;0;0;2;48TV1000A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;542000;BKE02;0;0;2;48TV1200A090DX5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;543000;BKE02;0;0;2;48TV1200A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;544000;BKE02;0;0;2;48TV1200A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;545000;BKE02;0;0;2;48TV1500A060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;546000;BKE02;0;0;2;48TV1500A090DMIGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;547000;BKE02;0;0;2;48TV1500A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;548000;BKE02;0;0;2;48TV1500A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;549000;BKE02;0;0;2;48TV2000A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;550000;BKE02;0;0;2;50RC0500A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;551000;BKE02;0;0;2;50RC0500A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;552000;BKE02;0;0;2;50RC0500A60GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;553000;BKE02;0;0;2;50RC0500JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;554000;BKE02;0;0;2;50RC0600A090CHFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;555000;BKE02;0;0;2;50RC0600A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;556000;BKE02;0;0;2;50RC0600A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;557000;BKE02;0;0;2;50RC0600JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;558000;BKE02;0;0;2;50RC0800A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;559000;BKE02;0;0;2;50RC0800A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;560000;BKE02;0;0;2;50RC0800JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;561000;BKE02;0;0;2;50RC1000A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;562000;BKE02;0;0;2;50RC1000A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;563000;BKE02;0;0;2;50RC1000JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;564000;BKE02;0;0;2;50RC1200A060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;565000;BKE02;0;0;2;50RC1200A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;566000;BKE02;0;0;2;50RC1200A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;567000;BKE02;0;0;2;50RC1200A200GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;568000;BKE02;0;0;2;50RC1200JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;569000;BKE02;0;0;2;50RC1400A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;570000;BKE02;0;0;2;50RC1400A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;571000;BKE02;0;0;2;50RC1400JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;572000;BKE02;0;0;2;50RC1600A090PMGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;573000;BKE02;0;0;2;50RC1600JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;574000;BKE02;0;0;2;50RC1800A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;575000;BKE02;0;0;2;50RC1800JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;576000;BKE02;0;0;2;50TVC0600A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;577000;BKE02;0;0;2;50TVC0800A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;578000;BKE02;0;0;2;50TVC1000A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;579000;BKE02;0;0;2;50TVC1000A90GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;580000;BKE02;0;0;2;50TVC1000NAGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;581000;BKE02;0;0;2;50TVC1200A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;582000;BKE02;0;0;2;50TVC1200A90GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;583000;BKE02;0;0;2;52060X12AF60AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;584000;BKE02;0;0;2;52060X12SF100CVGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;585000;BKE02;0;0;2;52060X12SF100NAGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;586000;BKE02;0;0;2;52080X12SF100ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;587000;BKE02;0;0;2;52080X15RHMLARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;588000;BKE02;0;0;2;52080X15SF100ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;589000;BKE02;0;0;2;52100X15AF120ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;590000;BKE02;0;0;2;52100X15AFARMGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;591000;BKE02;0;0;2;52100X15CR20BETGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;592000;BKE02;0;0;2;52100X15HMLARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;593000;BKE02;0;0;2;52100X15SF120ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;594000;BKE02;0;0;2;52100X15SFAR/MLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;595000;BKE02;0;0;2;54080X80TB150GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;596000;BKE02;0;0;2;54100X100TB100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;597000;BKE02;0;0;2;55BB60X60H060ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;598000;BKE02;0;0;2;55BB80X70X120GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;599000;BKE02;0;0;2;55CYL0500COUVNAGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;600000;BKE02;0;0;2;55CYL0500H080ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;601000;BKE02;0;0;2;55CYL0500H110NAGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;602000;BKE02;0;0;2;55CYL0600COUVARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;603000;BKE02;0;0;2;55CYL0600HMLARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;604000;BKE02;0;0;2;58DP240X50X5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;605000;BKE02;0;0;2;58DPL200X100X5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;606000;BKE02;0;0;2;58PT12X14X360DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;607000;BKE02;0;0;2;58SEM110X65GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;608000;BKE02;0;0;2;59CF10X10X250GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;609000;BKE02;0;0;2;59I12X12XMLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;610000;BKE02;0;0;2;59PI12X12X200DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;611000;BKE02;0;0;2;59PI12X12X200GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;612000;BKE02;0;0;2;59PI12X12X250GAM;;A;UN;2119,45;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;613000;BKE02;0;0;2;59PI12X14X350DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;614000;BKE02;0;0;2;59PI12X14X360DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;615000;BKE02;0;0;2;59PI14X14X300DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;616000;BKE02;0;0;2;59PSIBM2020X347GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;617000;BKE02;0;0;2;60VLAMEMLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;618000;BKE02;0;0;2;60YCREMGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;619000;BKE02;0;0;2;60YLAME70CMGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;620000;BKE02;0;0;2;60YLAMEMLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;621000;BKE02;0;0;2;61CHAP15X400GAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;622000;BKE02;0;0;2;61MURCOUVERGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;623000;BKE02;0;0;2;63TR06AGAM;;A;UN;51,405;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;624000;BKE02;0;0;2;63TR06RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;625000;BKE02;326;0;1;63TR08AGAM;BKE02;AM;UN;254,04371;BKE2;CB2TV1710241173
S;BKE022508SES00000004;BKE022508INV00000008;626000;BKE02;109;0;1;63TR08AGAM;BKE02;AM;UN;254,04371;BKE2;CB2TV1810241303
S;BKE022508SES00000004;BKE022508INV00000008;627000;BKE02;0;0;2;63TR08NGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;628000;BKE02;0;0;2;63TR08RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000004;BKE022508INV00000008;629000;BKE02;63;0;1;63TR11AGAM;BKE02;AM;UN;358,65899;BKE2;CB2TV2205241036
